title,balance,category,price
Kuraz Chemistry G7-8,6,FIC,58.6
Nexus Chemistry G7-8,31,BIO,60
Star Chemistry G7-8,0,PSY,10
Solar Chemistry G7-8,0,FIC,250
Vital Dictionary of Chemistry G7-12,33,SCI,250
Nexus Chemistry G9-10,15,SCI,250
Fundamental Concepts of Chemistry G9-10,143,CHI,30.35
The New Basic Principles of Chemistry G9-10,150,POE,15
Royal Chemistory G11-12,0,HIS,65.8
Star The new Chemistory Guide G9-10,0,HIS,250
The New Systematic Book Series Chemistry G7-8,36,GEN,13
Royal Barnoota Keemistrii K7-8,0,LAW,100
The New Systmatic Book Series Keemistrii K7-8,0,FIC,120
A New approach To Chemistry G11-12,0,FIC,61
Essential Chemistry G9-10,0,FIC,35
Eureka The Secret Of Chemistry G11-12,0,CHI,30
Ibsaa Barnoota Keemistirii Kutaa 7-8,0,FIC,150
Beayenet Enjera Lemlem Engera Ke Bezeha Sebloch,0,SOC,135
Galaxy Kemistrii G7-8,0,MAT,475
A New Concise Inorganic Chemistry,0,ECO,1485
Galaxy Chemistry G9-10,0,ENG,253.5
Top Chemistry G7-8,16,PHY,980
Moden Chemistry G 11-12,0,PHY,1650
The New Guide To S/S Chemistry G 9-10,0,Statistics,1320
Top Chemistry G11-12,0,Technology,885
The New Chemistry G11-12,0,GEN,100
Modern Chemistry G11-12,0,BUS,38
Extreme Keemistrii K7-8,0,REL,220
Chemical Process Modelling & Computer Simlton,0,GEN,95
Chemistry in Daily Life,0,GEN,35
Experimental Organic Chemistry,42,LAN,100
"Inorganic Chemistry - Sahoo, et.al.",30,POE,13
General Chemistry Grade 11-12,0,FIC,50
Mega Chemistry G11-12,0,FIC,45
Chemistry Text G11,0,CHI,20
Chemistry Text G12,0,ART,320
Chemistry Text G9,0,COM,1125
Chemistry Text G10,0,COM,2025
Comet Chemistry G7-8,9,FIC,35
Comet Chemistry G9-10,8,HIS,150
Chemistry A Modern Course (PartII),3,POL,50.6
Experiments in H/S Chemistry,0,CHI,30
Galaxy Chemisry G 7-8,0,CHI,22
Kuraz Chemistry G9-10,7,FIC,14.7
Physical Chemistry,0,CHI,12
Advanced Inorganic Chemistry,0,CHI,15
Analytical Chemistry,0,REL,25
Top Chemistry Gr 9-10,15,CHI,40
Gadaa Keemistirll kutaa 7-8,0,CHI,22
Yemar Welela Tafache,33,PSY,50
Express Chemistry G9-10,0,CHI,42
Chemistry Text G7,0,FIC,38
Chemistry Text G8,0,STO,10
Organic Chemistry - 2E - Mehta/Mehta,35,EDU,1210
Comet Chemistry G11-12,0,ORM,54
test3,0,CHI,28
Physical Chemistry,0,BIO,40
Key Chemistry G11-12,0,AMH,50
Key Chemistry Grade 7-8,0,AMH,58
Essential Chemistry G11-12,0,AMH,98
Key Chemistry G 9-10,0,GEN,72
Chemistry - Silberberg,0,POE,15
Essential Chemistry G7-8,6,REL,65
Nexus Chemistry G11-12,0,chart,40
Analytical Chemistry --2nd Dash,3,CHE,0
Worldwide Chemistry Grade 7-8,0,HIS,240
A Textbook of Organic Chemistry & Problem Analysis - Ghatak,4,FIC,65
Tola Owns a hors,0,CHE,1275
Atom Laser and Spectroscopy,68,PHY,1680
Engineering Chemistry with Laboratory Experiments-Kaurav,57,PSY,250
Molecular Structure & Spectroscopy,10,DIC,50.7
test4,0,HIS,200
Textbook Of Physical Chemistry -2nd Moudgil,43,HIS,120
Atkins Physical Chemistry,0,HIS,90
Experimental Organic Chemistry,0,HIS,70
Mega Chemistry G7-8,4,HIS,120
Tooppi Keemistirii Kuta 7-8,0,STO,35
Chemical Process Calculations - Sikdar,40,HIS,150
Power Chemistry G 9-10 -Mohammed Kamil,32,HIS,25
Fundamentals of Reaction Mechanisms in Organic Chemistry -Narain,20,HIS,50
Power Chemistry G7-8,0,HIS,81.5
Kurraaz Keemistirii K7-8,0,HIS,50
Key Keemistiri K7-8 -Taaddassaa Baqqalaa,0,HIS,101.7
DVD Chemistry G7 /e-fanos,0,ACC,495
DVD Chemistry G8 /e-fanos,0,ACC,1575
DVD Chemistry G9 /e-fanos,0,ACC,1680
Power Chemistry G11-G12 - Bishaw Gudeta/Tolessa Merga,0,ACC,30
"Organic Chemistry 7th -Morrison, Boyd, Bhattacharjee",1,ACC,940
Yenkurarit Sheresher,0,FIC,27.55
Yeabush Egoche New,0,ENI,523
Teumelesan K.2,0,ENI,38
Teuhmelesan K.3,0,GEN,250
Harmee Gaarii Fi Durduriiwwan Biroo,0,FIC,69
Yeqalat Chewata,0,FIC,193
Yeaezop Teretoch,0,GEN,25.8
Chewuwut Kensesat Alem,0,CHI,15
Emama Deguwa Ena Leloch Teretoch,0,STO,10
Kasahunena Birqeyewochu Yedur Ensesat,0,REL,2
Love Is All You Need,0,POE,50
Nati Ena Demetu,0,CHI,22
IJollee Keenyaaf Dilbata Black,0,CHI,20
Anbesana Segon,0,STO,15
Yealem Asedenaqi Teretoch Q.2,0,FIC,300.45
Adey s Pigeons,0,MGT,60
Wireyeena Bucheye,0,MGT,60
Alli Baba and The Forty Thieves,0,CHI,9.5
Gilo Tewdaju Qchine,0,FIC,25
Fun with DOT TO DOT #4,0,CHI,25.4
Fun With DOT TO DOT # 5,0,POL,99
Ijoollee Keenyaaf Fulbaana Blue,0,FIC,14
Neber YeLejoch Chewatawoch,0,CHI,37
Parot Wefena Leaelet Beluneday,0,CHI,20
Kelejoch Aalem Sebeseb Tertoch,0,Chart,7
Achelo Aschegariw Qebero,0,CHI,20
Asematgnaw Arogit,0,AMH,45
Asera Hulet Leaeletoch,0,cul,40
Tosegnaw Tenechel,0,AMH,55.8
Teneshu Anbessa,0,MAT,38
Lemadaw Anko,0,MAT,34
Meret Yeaezopena Yegerime teletoch,0,GEN,15
Bekelena Adisochu Bucheloch2001,0,FIC,35
Ylieltuwa Getemegn --Tikikil Gena,0,PSY,71
Enena Megnote,0,BIO,90
Sheregnawa Totit,0,CHI,55
Yechilfit Tefi,0,Ban,375
Kurategnawa Leaelet,0,Ban,1870
Senowayetena Qey Tsegeerda,0,FIC,60
Totit Beletit,0,GEO,50
Tenkolegnaw Dudu,0,ACC,940
Techawachuwa Buchi,0,MED,222.75
Melaku Chebere,0,BIO,70
Metehategnaw Terara,0,CIV,84
Aya Jeboena Gorbeetochu,0,AGR,600
Enqulelech,0,CIV,88
Demeteen Men Lablat,0,electrical engineering,975
Belehu Tequwarit,0,ENG,67.5
Qonjetena Awereew,0,AGR,750
Belehu Ayet Ena Leloch Teretoch,0,MAT,50
Mesetirawi Meneder,0,MAT,38
Sinderela,0,MAT,23
Yeaheya Qurbet Lebashuwa Leaelet,0,MAT,27
Hodamu Jeb,0,MAT,27
Qebetuwa Wero,0,PHL,60
Basic Vocabulary Builder For Children,0,BIO,885
Yequter Metsehafe( K.2) 1-50,0,Technology,140
Yequter Metsehafe,0,BIO,85
Yeatsede Hetsanat Melemamja ( K1),0,PHY,75
Meseretawi Hissab 1 Kefel,0,,25
A B C (Part Two),0,ENI,29
My Handwriting Book,0,ENG,750
Yeyaqob Ena Lelochem,0,ENI,33.8
Yehetsanat Yemaqelmiya Metsehaf(Atsede Hetsanat),0,CHI,20
ABC Part One,0,SCI,1275
Esubalew Yegenet Wef,0,ENI,96
Merkebegnawena Leloch Tarikoch,0,COM,530
Nigist Fura,0,FIC,44.99
Asera Hulet Leaeltoch,0,HIS,45
Yanchinesh Tesfa,0,POL,190
Maar,0,HIS,35
Sekaramu Zenjero,0,FIC,70
Agazenuna Enchet Qorachu,49,AUT,120
Yeayetna Yedimet Masero,1,POE,40
Tirumba Nefiw,0,SUB,95
Yesega Belochuna Yesar Belochu Ensesat Tarik,0,STO,5
Zemenawi Amaregna Metsehaf 1,0,GEN,40
Tamergnaw Qedus,0,GEN,199
Kukulu-Nega,0,CHI,33
Kaldina Feylochu,32,CHI,75
Yeensesat Deges,118,REL,40
The Animals Best Party,154,BIO,120
Enqelefamu Deragon,0,GEN,40
Berries on the Tree,138,FIC,40
Yealem Asedenaqi Teretoch,0,BUS,150
Hamelmal,0,HIS,250
Etemete Yelomi Shita,0,MGT,585
Chereqa Denebuledoqa,0,REL,125
Enihid Temeheret Bet V.III,0,FIC,46
Yelidet Mezmuroch No.3 CD,0,FIC,20
Yegeteruwa Ayet,0,CHI,35
Tenishuwa Deg Lej,0,EDU,56
Denshi Saron Denshi,0,STO,12
test001,0,CHI,16
My First ABC Book,0,POE,30
Naatiifi Adurreesaa,80,Communicate,180
Agul Biltet,0,BIG,35
Niser Amorawina Geleflitu Beg,0,BUS,100
Yebet Ensisat Amets,0,CHI,25
Lame Borana Weleta Bisu Mamo,0,CHI,16
Hoolaa Xiqqoo,0,GEN,300
Qubee Afaan Oromoo OOlmaa Saaimmaniif,0,CHI,29
Kuduraa Fi Fuduraa,0,HIS,170
Beeladootaa Fi Binensoota,0,CHI,20
English Letters for All Beginners,0,FIC,65
Basic Reading Shills,0,BIG,120
Asir Leyunetoch Awetu,0,FIC,40
Modern Letter & Word Formation Nersery&LKG,0,GEN,80
Zemenawi Hissab Metsehaf 1,45,FIC,150
Metsehafe Jemari for biginners KG-2Grade,0,FIC,85
Charlie and the Chocolate Factory,0,BUS,35
Yehestanat Agazh Metshaf 1 Amaregna&English,0,HIS,253
Men Enesal? Endetis Enesal?,0,PSY,35.45
Teshale,0,CHI,55
"Three in One English,Tigrigna,Counting",0,AMH,46
"Three in One English, Amharic, Counting",0,GEN,129.5
Yegena Sitota,37,POE,15
Ayene Seweruwa Chachot,0,AMH,55
Enena Wendime,0,REL,40
The Curious Princes,0,ENG,22
Asetewayuwa Leilet,0,ENG,22
Galaxy Danboobee Lafee Hin Nyaanne,0,MAT,57
Galaxy Chuchu & The Homeless Boy,0,MAT,40
Galaxy Midasina Werqu,0,REL,10
Galaxy Chilfitena Sila,0,REL,10
Galaxy Saqitawa Tsigereda,0,REL,10
Galaxy Damana Bulo,0,REL,10
Anaafii Maatiikoo,0,REL,10
Betsina Hayalcopter - Betsy and the Supercopter,15,REL,75
Beltwa Beltu,0,AMH,36
Yenegusu Qonjo Lej,2,PSY,50.75
Astronomy Lelijoch,8,EDU,25
Wreqe Yezo Yetefawu Aheya,0,REL,275
Yabedechu Leilt Ena Lelochim Teretoch,0,POE,18
Merte Yealem AsednaQi Teretoch k.1,0,POE,15
Merte Yealem Teretoch k.2,0,REL,20
Merte yealem Teretoch k.3,0,FIC,20
The Little Rabbit - Small Book,2,POE,20
The little Goat book2,0,FIC,71
The Three Hungry Goats,0,FIC,150
Little Two Eyes book5,0,COM,1650
the Cat and The Mouse book3,6,MGT,1110
Colours,0,REL,60
My Neighbours,8,FIC,20
The Little Red Hen - Small Book,2,FIC,45.1
Our House,0,REL,100
Our Environmet,0,,65
Transportation,0,CHI,24
I Look after Myself,0,CHI,50.6
People Love Me,0,COM,60
My Family,8,BIO,375
Animdls,0,BIO,1710
Essential Places,0,BIO,1185
Lame bora book 5,0,BIO,110
My basic Needs,0,BIO,31.4
My School,0,BIO,35.6
Plants,0,BIO,39
Careful Mammo book 2,0,BIO,34.65
My Body,5,BIO,40.8
Days And the Weather,0,BIO,110
Yetinishuwa Lij Tirsin Man Wesedew,0,MED,2060
Belihuwa Ayet,0,BIO,825
Yeyuni Guzo Wedew Gurage Zone,0,AGR,0
Mititi Qey Qebero,0,GEN,30
Yekukusha Chereqa,0,TUO,450
Melkam Migbart Lelijoch Q1,2,TUO,600
Meseretawi Yescience Kihilotoch Lelijoch (A5),30,FIC,57
Yemesqel Wef,0,SPO,69
Asegeramiw Yenesir Nuro,0,GEN,60
MAraki Teretoch-3,0,FIC,100
Marki Teretoch-1,0,ORM,30
Leket -1 (A5),58,POE,27
Yeaezop Teretoch Lelijoch Q3,0,GEN,30
Yeaezop Teretoch Lelijoch 2,0,LAW,5390
Maraki Teretoch-3,0,DIC,405
Virtue Stories 4,0,SOC,160
Yeaezop Teretoch Lelijoch 4,0,MED,90
Virtue Stories 1,0,Chart,17
Virtue Stories 2,0,CHI,47
Maraki Teretoch-2,0,CHI,36.5
Yeaezop Teretoch 1,0,CHI,47
Tiliqo Ananas,0,CHI,31
Dinbushe Gela,0,FIC,91.5
Little Brother,0,GEN,189
Monas Monkey,0,AGR,418.5
Ensisatena Tekloch,0,GEN,30
Liket-1 (A4),0,AGR,520
Meseretawi Yehiwot Kihlotoch Lelijoch 1 (A4),0,CHI,60
Yeseel Metsehafe Atekilt,0,ENG,55
Werqamawa Dekula,0,LAW,2995
The Giant Pineapple,0,PHY,60
Meseretawi Yehiwot Kihlotoch Lelijoch Q2,0,ORM,35
Mentiyochu Lijich -The twin boys -Mesfin Degefu,0,ENI,298
Yemuna Zinjero,0,ENI,1250
Menderachin,0,ENI,100
Shasho,0,ENI,171
Zihon Zeme,0,ENI,750
Tihituwa Dimet,0,ENI,268
Astewayu Lihul,0,ORM,25
Prince Zera Yacob,0,BUS,1190
Ello The Elephant,0,BUS,60
Polite Cat,0,BUS,585
The Little Grey,0,ENG,825
Fidel Poster - Tsehay Memar Tiwedalech,4,BUS,995
DVD + For Book V-4,0,BUS,625
DVD + For Book V-3,0,LAW,630
DVD + For Book V-2,0,LAW,1985
DVD + For Book V-8,0,BUS,2130
Book Amharic (Yetsehay Fidel Metsehaf),0,BUS,710
Book English(Yetsehay Fidel Metsehaf),0,Research,160
Yetsehay T/Bet K.1,0,Statistics,1485
Yetsehay T/Bet K.2,0,BUS,1540
Yetsehay T/Bet K.3,0,FIC,7
Yetsehay T/Bet K.4,0,PSY,90
Flash Card,0,SPO,55.95
Abeba Yehitsanat Metsehaf Amaregna Englizigna,0,COM,890
Yesaba Ergiboch,0,COM,535
Numbers Coloring Book Ages 3& Above,0,MAT,725
Handwriting Book Ages 3 & Above,0,MAT,634.5
Coloring Book Ages 3 & Above,0,ENI,2450
Mirt Teretoch Lelijoch,0,ORM,50
Yeanbesaw Dirsha,0,PSY,40
ABC Part Three,0,BUS,2120
ABC Part Two,0,ECO,2120
Yeatsede Hetsanat Melemamja (K2),0,CHI,32
Yeatsede Hetsanat Melemamja (k3),0,LAW,2050
Nigist Alesa Ena Lelochem Merit Teretoch,0,PSY,175
Beder Melashochu Wefoche,4,AGR,1300
Three One English Oromo Counting,0,POE,30
Yensisat Metsehafe,7,SOC,80
Amazing Fables of Aesop in English & Amharic,0,LAW,1700
Sealiwa Tinchel,0,CHI,40
Yetsehay Fidel Metsehaf ( Oromigna),0,LAW,170
Anebesaw ena Dakiyewochu,0,CHI,250
Sostu Wendimamachoch,0,FIC,60
Tkulaeina Sostu Asamoch,0,ENI,1125
Sostu Asematgna Setoch,0,CHE,1050
Teneshuwa Ayetina Zihun,0,CHE,375
Yeayitina Enqurarit Guwadgninet,0,Technology,1185
Zihunina Azo,0,ENI,104.2
Kurategnaw Ayitna Guadgnaw,0,CHE,875
Teshale Meftehew,0,CHE,16
Yzebra Teretoch,0,CHE,350
Book Oromoo(Yetsehay fidel Metsehah),0,CHE,32.5
Lethiopia Hitsanat Yqidusu Kidan Sirat...,0,CHE,45.05
Yewqet Maed,0,CHE,38.4
Enqutatashina Leloch Teretoch...,0,CHE,34
Dinqa Dinq,0,CHE,37
My First 250 Words,0,CHE,25.25
Yeayel Tota,0,CHI,40
qbetu Zinjero,0,CHI,12
Ashangulite,0,PSY,511
Ygumeje Jib,0,EDU,1870
Ayen Awta Tota,0,SOI,70
Tewodros,2795,ENG,160
Asdenaqi Ethiopiawiyan Felasfoch,801,FIC,100
Ychakawa Kokeb,0,STO,7
Engocha Tarikoch,0,CHI,22
Yadwa Dil,0,CHI,23
Yene Sara Zaf,4,POE,31
Ysarah Tiyaqe,0,STO,19
Ykoria Zemecha,0,ENI,1275
Top Yetefawachew Leaelet,0,ENI,350
Top Yebredo Setota Ena Denkiyaw Feres,0,CIV,26.1
Top Asanebari Ena Zehon,0,CIV,23.45
Top Tigabegnaw Zehon,0,CIV,28
Top Ben Ena Leaelet Meri,0,CIV,23
Why The Monkeys Liveintrees & Other Stories,0,CIV,26
Tinishuwa Enbut Tsigereda,3,CIV,28
Tinishu Tkulana Azow,0,CIV,35
Lgasu Zaf,0,CIV,28.3
Tinishu Tkulanaena Gimlu,0,CIV,35
English Alphabets: Learning to Write,0,LAW,185
English Alphabets: Learning to Read,0,ENI,520
Numbers 1-20,12,LAW,102
Colours And Shapes,0,COM,1785
Word Practice for Children,0,PHY,1680
Mignote---Meri Jafar (K),0,PHY,1230
Miyo,0,LAW,61
Yne Ababaloch Llijoch,0,MAT,2905
Anbsana Kerkero ena Leloch,0,ENI,1185
Ysgonina Yazo Guadegninet,0,LAW,2250
Mirt Tafach YEthiopia Teretoch,0,ENG,120
Melkam Sine-Migbar Book 1,1044,ENG,120
Melkam Sine-Migbar Book2,611,ENG,120
Aznagn ena Astemariwochu Yhabesha Teretoch,0,ENG,50
Gberew ena Etafantaw ena Lelochim..,0,SCI,1275
Ytotawoch Niguss ena Lelochim...,0,CHI,29
Wetadru ena Feresu ena Lelochim...,0,CHI,30
Sostu Wendimamoch,0,CHI,70
Ayitu,0,Chart,17
Ewntgna Guwdgninet,0,SCI,69
Tsehaayi Dubbisuu Jaallatti - Lukkuu Cimtuu,1,SCI,67
Tsehaayi Dubbisuu Jaallatti -Fayaafi Faanaa,0,AMH,145
Yzebra Tretoch Q.2,0,AMH,64
Ykiremt Mistir,0,BIO,67
Mega Tret Tret Metsehaf 5,0,BIO,132
Mega Tret Tret Metsehaf 4,0,BIO,88
Mega Tret Tret Metsehaf 2,0,CHE,94
Mega Tret Tret Metsehaf 3,1,CHE,120
Mega Tret Tret Metsehaf 1,0,CHE,172
Afaan Oromoo Qubee Irraa Hanga Dubbisaatti 1 -Sedarkaa 1ffaa,0,CIV,132
Afaan Oromoo Qubee Irraa nHAnga Dubbisaatti 2 Saderkaa 2ffa,0,CIV,65
Anaanaasii Guddicha,0,ECO,97
Jaldeessa Daraartuu,0,ENG,69
Boontuu Fi Hoolaa Ishee,0,ENG,189
Dur-durii Ijoolleef Gahee ol Aanaa,0,ENG,69
Ganda Gammachuu Qabdu,3,ENG,69
Dur-durii Naamusa Gaarii 3,0,ENG,87
Dur- durii Naamusa Gaarii 4,0,ENG,85
Dur-durii Naamusa Gaarii 1,0,GEO,84
Dur-durii Naamusa Gaarii 2,0,GEO,87
gezif ananas,16,MAT,69
kab insisatat alem anefafra zytat,16,MAT,69
zantatat hyab 4,13,MAT,69
meseretawi kieletat hywet nkolu 1,20,MAT,54
zantatat hyab 3,12,HIS,87
zantatat hyab 2,14,HIS,94
kab insisat alem menebabro amora,17,ENG,65
zantatat hyab 1,9,MAT,145
Beka,0,MAT,94
Weeleta Melesti Aewaf - Adey Wedealat Gedamu,17,MAT,94
Werqawi Dekula (Sesiha),14,MAT,175
Simbiroota Liqii Deebian,4,MAT,135
Biltuwa Zinjero-The rich Man & The Singer,0,PHY,94
Don Kihote,0,PHY,65
Mntiyochu ena Asmatgnaw Eregna,0,PHY,94
Gundanina Wane -Lev Tolsetoy -Kassa G/Hiwot(PHD),0,AMH,148
Ergnaw Ena Leloch Tretoch -Haymanot Ayele,0,SOC,68
Ketemewina Balagru Ayit ena Leloch Teretoch -Abreham Yilma,0,CIV,98
Aemero Yehitsanat Metsihaf,7,SCI,96
Ygeberew Begoch wedet Teseweru?? -Tikikil Gena,0,POE,59.69
Mistregnaw Washa -Tikikil Genna,0,LAW,60
Girachawa Qechina --Birtawit/Sileshi,0,LAW,104
40 Hadisoch Ktirka Gar Lhitsanat - Dr. Abdumalik (T),0,LAW,1800
Libs Sefiwina Arat Ayitoch -Behailu G/Egziabiher,0,ENV,108
Mamushina Bobi Endihum Leloch Teretoch -Kasu Kebede,0,ENG,30
Mihretina Deboch --Aster Aschalew,0,GEN,300
Sieal Maqelem -dereje Seyum,0,ENG,225
Netebtabochin Bmagnagnet Siealochin Mamuwalatna Maqelem --Dereje Seyum,0,ENG,905
Fidelatin Enitewaweq -Dereje Seyum,0,ENG,750
Meguwaguwazha -Micheal G/Mariam,0,SOC,10
Qelal Siletochin Enitewaweq G/medhin Kindya,13,Publishing,0
Tekil -Michael G/Mariam,0,POL,1870
Sewna Ysewinte Kifloch -Bereket Hagos,0,ACC,40
Meseretawi mesmerochina Qirtsoch -Dereje Seyum,4,MGT,1190
Qutirochin Enitewaweq -G/Medhin Kindeya,0,MGT,1950
Meleake Meder Mega LeJemariwoch - Michael G/Mariam,18,MGT,273
Ensisat -Bereket Hagos,0,ENG,70
Ybetena Ydur Ensisat -Bereket Hagos,0,ENG,70
Siealawi Yqalat Metsehaf -Bereket Hagos,0,ENG,70
Mega Qelemat -Dereje Seyum,0,ENG,70
test,0,MAT,1350
Fidelatin Maqlem -- Dereje Seyum,0,MAT,1125
Icon Handwriting Level 1 -Mohammed Seid(MA),0,GEN,129.5
Icon Handwriting Level 2 -Mohammed Seid(MA),0,ENI,975
Icon Handwriting Level 3 -Mohammed Seid(MA),0,DRA,1190
Fidelina Siel -Dereje Siyum,2,COM,1185
Sew Akbariw Lij ena Leloch - Henock Girma,0,COM,2130
My Picture Book Animals & Their Sounds - Wondwosen Tamrat,11,DRA,2130
My Picture Books Animals & Their Youngs -Wondwosen Tamirat,3,COM,445
My Picture Book Opposite -Wondwosen Tamirat,0,COM,620
My Picture Book Clothing -Wondwesen Tamirat,12,COM,16
My Picture Book Vegetable -Wondwosen Tamrat,14,COM,1870
My Picture Book Fruits -Wondwosen Tamrat,2,COM,414
Yayitochna Ydimetoch Serg - Talegeta Yimer,0,LAW,426
Yteqatelech Enqurarit -Talegeta Yimer,0,ENI,620
Teret Endegena -Pf. Dereje Gebre,0,ENI,547
Baletaxiwa Tinchel -Tibebu Fiqadu,0,MAT,90
Chuchu Begudana q.1 -Daniel Negash,0,ENG,195
Chuchu Begudana Q.2 -Daniel Negash,0,MGT,550
Gobezuwa Buye ena Leloch -Walelegn Mekonnen,0,POL,1575
Yshenbeqo Gojo -Daniel Negash,0,EDU,525
Kurategnaw Dimet -Tirgum Adefris Habte,0,LAW,375
Abuti Ena Bucho -Daniel Negash,1,ENG,120
Dansegnochu Waliyawoch - Tibebu Fiqadu(Aqelos),0,COM,1605
Mekaniku Fiyel -Tibebu Fikadu (Aqilos),0,LAW,1985
Babe Ksaris Eske Mares -Daniel Negash,0,ACC,1430
Yfidelatin Beteseb Enitewaweq -Dereje Siyoum,0,LAW,1985
Abatachin Zina Marqos -Behaile Eyesus Mersha,0,MGT,1830
Tazazu Abat -Endirias Assefa,0,ACC,1250
Engida Teqebayiwa Zaf -Salsawi Zeab,0,LAW,1250
Yaezop Teretoch Qits1 Tran- Yeras Misil,0,LAW,1905
Menfesawi Hiwot 3gna -Endiriyas Assefa,0,LAW,1125
Ysemaetat Qidus Giyorgis Tegadlo -Natnaeil Siefe,0,LAW,375
Simbir-Qillisee (Kitaaba Gaammee) - Girmaa Bashaada,78,ACC,2430
Ymishit Afqari - Daniel Negash,0,ACC,1300
Mekina Ymiwed Lij -Duka Metsehaft Asatami,0,ACC,2485
Bilihu Amora - Tesfaye G/ Mariam,11,SOC,70
Ysebatoch Gagata -Tesfaye G/Mariam,21,LAW,48
Yasamawochu Mignot -Tesfaye G/Mariam,14,AGR,1875
Anbeso Siyarej -Tesfaye G/ Mariam,4,AGR,240
qutrochin Enawedadir -G/Medhin Kindeye,0,DIC,240
Flash Card - dade kids coll,0,ENG,720
3 in 1 Coloring & Tracing Book --dade kids coll,3,Marketing,675
Niqisatama Dorona Deguwa Wef -Sinidu Bsenbete,0,Marketing,750
e-Fanos Hisab Atsede Hitsanat 1,0,MGT,755
e-Fanos Hisab Atsede Hitsanat 2,0,LAW,975
e-Fanos Hisab Atsede Hitsanat 3,0,POL,350
e-Fanos English Atsede Hitsanat 1,0,CHI,33
e-Fanos English Atsede Hitsanat 2,0,HIS,80.99
e-Fanos English Atsede Hitsanat 3,0,BIG,295
Yeqedme Medebegna Timert agaz MEtshaf Qets - 2,0,HIS,142
e-fanos Amharic Atside Hitsanat 1,0,CHI,36
e-fanos Amharic Atside Hitsanat 2,0,COM,1185
e-fanos Amharic Atside Hitsanat 3,0,Information Technology,865
Yetekbrechwu Ayet - Sendu Besnebt,0,COM,730
Teret Bemesale Yljoch Tarik - Eeldana,54,COM,1410
Abay Nebabe Agaz Metshaf,1,COM,1250
e-fanos Physics Grade 9,0,COM,950
e-fanos Chemistry Grade 9,0,COM,1900
e-fanos Mathematics Grade 9,0,COM,1900
Sealiwa Tenchel Ena Leloch,0,COM,935
E-fanos Biology G-9,0,FIC,120
Keelloo Barnoota Herrega - Nursery,21,CHI,30
Keelloo Barnoota Herrega - LKG,14,SSC,70
Keelloo Barnoota Herrega - UKG,17,CHI,20
Daddy Atebelegn - Tesfaye GebreMariyam,14,PHY,60
Enqoqelish?,10,GEN,100
The Eagle and the Fox,17,CHI,12
Yelijoch Fidel Memarya - Amaregna Fideloch,18,SOC,50
Bright Book Series A-Z Coloring Book,20,SOC,50
Yewerq Mizan,4,HIS,70
Echilalehu - Spotlight,3,POL,60
Zihon Ayten Lemen Yeferal - Spotlight,0,STO,12
Anbesa Lemen Yagesal - Spotlight,3,CHI,35
Zenjerona Eli - Spotlight,1,FIC,71
Yeazawentu Tizitawoch - Spotlight,2,MGT,1485
Yeabebochu Tarik - Spotlight,1,FIC,46
Robelena Beltua Tota - Spotlight,1,FIC,92
Bahelawi Zefenoch - Spotlight,9,FIC,75
Del Adragiwochu - Spotlight,9,COM,625
Yemigib Samint - Spotlight,10,ENI,810
Sewoch Yewedugnal - Spotlight,3,Statistics,450
Meseretawi Felagotoche - Spotlight,5,ENI,1250
Melkam Lemdoch - Spotlight,2,ACC,1275
Arso Ader Endris - Spotlight,9,COM,1050
Lejochu - Spotlight,10,ENI,350
Yeayer Nibret - Spotlight,9,ENI,445
Bahelawi Chewata - Spotlight,10,ENI,475
The Little Red Hen - Big Book,9,ENI,395
The Little Goat - Big Book,11,BUS,675
Little Two Eyes - Big Book,8,POL,510
The Three Hungry Goats - Big Book,7,ECO,0
Hisab Yemelmeja Metsihaf Lejemariwoch - 1,19,ECO,1250
Hisab Yemelmeja Metsihaf Lejemariwoch - 2,17,ECO,1210
Hisab Yemelmeja Metsihaf Lejemariwoch - 3,17,POE,73
Hisab Yemelmeja Metsihaf Lejemariwoch - 4,19,FIC,30
Hisab Yemelmeja Metsihaf Lejemariwoch - 5,14,FIC,25
Hisab Yemelmeja Metsihaf Lejemariwoch - 6,9,ORM,40
Abay Mathematics for Kindergarten,13,FIC,30
Yegeez Qutroch - Mama Care,2,FIC,48
Qirtsa Qirtsena Qelemat - Mama Care,2,FIC,60
Seatat Qenatoch Weratochena Weqtoch - Mama Care,2,ORM,30
Yemeguaguaza Mengedoch - Mama Care,2,REL,160
Serate Tsehay - Mama Care,2,PSY,150
Ahgur Ena Agerat - Mama Care,1,PSY,60.85
Etsewat - Mama Care,2,DIC,50
Che! Flash Cards - Mama Care,2,DIC,221
Yqidme Mdebegna Yakababi Science Timihirt Agaz q.3 --Qetsela,0,MAT,1050
Ethiopia Unity Map,22,COM,1870
Fidel Legemariwoch,0,COM,72
Yewefoch Chart,0,ORM,40
Yefidel Gebeta,0,POE,25
Alphabet Table,18,FIC,39.99
Parts of Human Body,0,POL,131.6
Major Wild Animals of Ethiopia,0,FIC,35
Qubee Fakkiidhaan Afaan Oromo-Amharic-English,0,POE,35
Yeethiopia Wana Wana Yedur Ensisat,0,STO,40
Yeethiopia Wib Wefoch,0,SOI,200
New Generation Alphabet Poster,0,PSY,20
Firafirewoch,29,PSY,25.35
Ensisat,1,FIC,80.9
Qelematina Qirtsoch,31,MGT,1185
Teqaraniwoch,89,MAT,475
BAhelawi Yefidel Gebeta,0,MAT,1075
